Categor’a nueva,,comentarios,wweia_food_category,count_vals,categ,description_text,fdc_ids
Fruits and vegetables,,,6420,154,Other vegetables and combinations,"['Avocado, raw', 'Peas and carrots, fresh, cooked, no added fat', 'Peas and carrots, frozen, cooked, no added fat', 'Peas and carrots, canned, cooked, no added fat', 'Peas and carrots, cooked, NS as to form', 'Peas and carrots, fresh, cooked, fat added', 'Peas and carrots, frozen, cooked, fat added', 'Peas and carrots, canned, cooked, fat added', 'Raw vegetable, NFS', 'Sprouts, NFS', 'Alfalfa sprouts, raw', 'Artichoke, raw', 'Asparagus, raw', 'Bean sprouts, raw', 'Beets, raw', 'Broccoflower, raw', 'Brussels sprouts, raw', 'Cactus, raw', 'Cauliflower, raw', 'Celery, raw', 'Fennel bulb, raw', 'Cucumber, raw', 'Eggplant, raw', 'Jicama, raw', 'Kohlrabi, raw', 'Mushrooms, raw', 'Pepper, raw, NFS', 'Pepper, sweet, green, raw', 'Pepper, banana, raw', 'Radish, raw', 'Rutabaga, raw', 'Seaweed, raw', 'Snowpeas, raw', 'Summer squash, yellow, raw', 'Summer squash, green, raw', 'Turnip, raw', 'Artichoke, fresh, cooked, no added fat', 'Artichoke, canned, cooked, no added fat', 'Artichokes, NS as to form, cooked', 'Asparagus, fresh, cooked, no added fat', 'Asparagus, frozen, cooked, no added fat', 'Asparagus, canned, cooked, no added fat', 'Asparagus, NS as to form, cooked', 'Asparagus, fresh, cooked, fat added, NS as to fat type', 'Asparagus, frozen, cooked, fat added, NS as to fat type', 'Asparagus, canned, cooked, fat added, NS as to fat type', 'Asparagus, fresh, cooked with oil', 'Asparagus, fresh, cooked with butter or margarine', 'Asparagus, frozen, cooked with oil', 'Asparagus, frozen, cooked with butter or margarine', 'Asparagus, canned, cooked with oil', 'Asparagus, canned, cooked with butter or margarine', 'Bamboo shoots, cooked', 'Bean sprouts, cooked', 'Beets, fresh, cooked, no added fat', 'Beets, canned, cooked, no added fat', 'Beets, NS as to form, cooked', 'Beets, fresh, cooked, fat added', 'Beets, canned, cooked, fat added', 'Beets, canned, reduced sodium, cooked', 'Bitter melon, cooked', 'Broccoflower, cooked', 'Brussels sprouts, fresh, cooked, no added fat', 'Brussels sprouts, frozen, cooked, no added fat', 'Brussels sprouts, NS as to form, cooked', 'Brussels sprouts, fresh, cooked, fat added', 'Brussels sprouts, frozen, cooked, fat added', 'Burdock, cooked', 'Cactus, cooked, no added fat', 'Cactus, cooked, fat added', 'Cauliflower, fresh, cooked, no added fat', 'Cauliflower, frozen, cooked, no added fat', 'Cauliflower, NS as to form, cooked', 'Cauliflower, fresh, cooked, fat added, NS as to fat type', 'Cauliflower, frozen, cooked, fat added, NS as to fat type', 'Cauliflower, fresh, cooked with oil', 'Cauliflower, fresh, cooked with butter or margarine', 'Cauliflower, frozen, cooked with oil', 'Cauliflower, frozen, cooked with butter or margarine', 'Celery, cooked', 'Fennel bulb, cooked', 'Christophine, cooked', 'Cucumber, cooked', 'Eggplant, cooked, no added fat', 'Eggplant, cooked, fat added', 'Flowers or blossoms of sesbania, squash, or lily, cooked', 'Kohlrabi, cooked', 'Lotus root, cooked', 'Mushrooms, fresh, cooked, no added fat', 'Mushrooms, NS as to form, cooked', 'Mushrooms, fresh, cooked, fat added, NS as to fat type', 'Mushrooms, canned, cooked', 'Mushrooms, fresh, cooked with oil', 'Mushrooms, fresh, cooked with butter or margarine', 'Mushroom, Asian, cooked, from dried', 'Okra, fresh, cooked, no added fat', 'Okra, frozen, cooked, no added fat', 'Okra, NS as to form, cooked', 'Okra, fresh, cooked, fat added', 'Okra, frozen, cooked, fat added', 'Palm hearts, cooked', 'Parsnips, cooked', 'Peppers, green, cooked', 'Daikon radish, cooked', 'Rutabaga, cooked', 'Salsify, cooked', 'Snowpea, fresh, cooked, no added fat', 'Snowpea, frozen, cooked, no added fat', 'Snowpea, NS as to form, cooked', 'Snowpea, fresh, cooked, fat added', 'Snowpea, frozen, cooked, fat added', 'Seaweed, cooked, no added fat', 'Seaweed, cooked, fat added', 'Summer squash, yellow or green, fresh, cooked, no added fat', 'Summer squash, yellow or green, frozen, cooked, no added fat', 'Summer squash, yellow or green, canned, cooked, no added fat', 'Summer squash, yellow or green, NS as to form, cooked', 'Summer squash, yellow or green, fresh, cooked, fat added, NS as to fat type', 'Summer squash, yellow or green, frozen, cooked, fat added, NS as to fat type', 'Summer squash, yellow or green, canned, cooked, fat added, NS as to fat type', 'Summer squash, yellow or green, fresh, cooked with oil', 'Summer squash, yellow or green, fresh, cooked with butter or margarine', 'Summer squash, yellow or green, frozen, cooked with oil', 'Summer squash, yellow or green, frozen, cooked with butter or margarine', 'Summer squash, yellow or green, canned, cooked with oil', 'Summer squash, yellow or green, canned, cooked with butter or margarine', 'Turnip, cooked', 'Winter melon, cooked', 'Peppers and onions, cooked, no added fat', 'Peppers and onions, cooked, fat added', 'Classic mixed vegetables, cooked, from restaurant', 'Classic mixed vegetables, frozen, cooked, no added fat', 'Classic mixed vegetables, canned, cooked, no added fat', 'Classic mixed vegetables, NS as to form, cooked', 'Classic mixed vegetables, frozen, cooked, fat added, NS as to fat type', 'Classic mixed vegetables, canned, cooked, fat added, NS as to fat type', 'Classic mixed vegetables, frozen, cooked with oil', 'Classic mixed vegetables, frozen, cooked with butter or margarine', 'Classic mixed vegetables, canned, cooked with oil', 'Classic mixed vegetables, canned, cooked with butter or margarine', 'Classic mixed vegetables, canned, reduced sodium, cooked, no added fat', 'Classic mixed vegetables, canned, reduced sodium, cooked, fat added, NS as to fat type', 'Classic mixed vegetables, canned, reduced sodium, cooked with oil', 'Classic mixed vegetables, canned, reduced sodium, cooked with butter or margarine', 'Vegetables, stew type, cooked, fat added', 'Vegetables, stew type, cooked, no added fat', 'Broccoli and cauliflower, cooked, no added fat', 'Broccoli and cauliflower, cooked, fat added', 'Broccoli, cauliflower and carrots, cooked, no added fat', 'Broccoli, cauliflower and carrots, cooked, fat added', 'Asian stir fry vegetables, cooked, no added fat', 'Asian stir fry vegetables, cooked, fat added', ""Jai, Monk's Food"", 'Jalapenos, NFS']","[2344719, 2345197, 2345198, 2345199, 2345200, 2345201, 2345202, 2345203, 2345283, 2345284, 2345285, 2345286, 2345287, 2345288, 2345290, 2345291, 2345292, 2345296, 2345297, 2345298, 2345299, 2345304, 2345305, 2345307, 2345308, 2345313, 2345319, 2345320, 2345322, 2345323, 2345324, 2345325, 2345326, 2345327, 2345328, 2345329, 2345354, 2345355, 2345356, 2345357, 2345358, 2345359, 2345360, 2345361, 2345362, 2345363, 2345364, 2345365, 2345366, 2345367, 2345368, 2345369, 2345370, 2345394, 2345395, 2345396, 2345397, 2345398, 2345399, 2345400, 2345401, 2345403, 2345404, 2345405, 2345406, 2345407, 2345408, 2345409, 2345418, 2345419, 2345420, 2345421, 2345422, 2345423, 2345424, 2345425, 2345426, 2345427, 2345428, 2345429, 2345430, 2345431, 2345451, 2345452, 2345453, 2345454, 2345457, 2345459, 2345460, 2345461, 2345462, 2345463, 2345464, 2345465, 2345466, 2345467, 2345468, 2345469, 2345470, 2345471, 2345477, 2345478, 2345499, 2345503, 2345504, 2345505, 2345507, 2345508, 2345509, 2345510, 2345511, 2345513, 2345514, 2345515, 2345516, 2345517, 2345518, 2345519, 2345520, 2345521, 2345522, 2345523, 2345524, 2345525, 2345526, 2345527, 2345529, 2345531, 2345537, 2345538, 2345539, 2345540, 2345541, 2345542, 2345543, 2345544, 2345545, 2345546, 2345547, 2345548, 2345549, 2345550, 2345551, 2345552, 2345556, 2345557, 2345558, 2345559, 2345560, 2345561, 2345562, 2345563, 2345564, 2345623]"
,,,6002,7,Apples,"['Apple, raw', 'Applesauce, regular', 'Applesauce, unsweetened', 'Applesauce, flavored', 'Apple pie filling', 'Apple, baked', 'Apple, candied']","[2344711, 2344712, 2344713, 2344714, 2344715, 2344716, 2344788]"
,,,6004,2,Bananas,"['Banana, raw', 'Banana, fried']","[2344720, 2344721]"
,,,6006,1,Grapes,"['Grapes, raw']",[2344732]
,,,6008,6,Peaches and nectarines,"['Nectarine, raw', 'Peach, raw', 'Peach, canned, NFS', 'Peach, canned, in syrup', 'Peach, canned, juice pack', 'Peach, frozen']","[2344740, 2344744, 2344745, 2344746, 2344747, 2344748]"
,,,6009,3,Strawberries,"['Strawberries, raw', 'Strawberries, canned', 'Strawberries, frozen']","[2344777, 2344778, 2344779]"
,,,6011,10,Blueberries and other berries,"['Berries, NFS', 'Blackberries, raw', 'Blackberries, frozen', 'Blueberries, raw', 'Bluberries, canned', 'Blueberries, frozen', 'Cranberries, raw', 'Cranberry sauce', 'Raspberries, raw', 'Raspberries, frozen']","[2344766, 2344767, 2344768, 2344769, 2344770, 2344771, 2344773, 2344774, 2344775, 2344776]"
,,,6012,11,Citrus fruits,"['Clementine, raw', 'Grapefruit, raw', 'Grapefruit, canned', 'Kumquat, raw', 'Lemon, raw', 'Lime, raw', 'Orange, raw', 'Orange, canned, NFS', 'Orange, canned, juice pack', 'Orange, canned, in syrup', 'Tangerine, raw']","[2344658, 2344659, 2344660, 2344661, 2344662, 2344664, 2344665, 2344666, 2344667, 2344668, 2344669]"
,,,6014,3,Melons,"['Cantaloupe, raw', 'Honeydew melon, raw', 'Watermelon, raw']","[2344722, 2344736, 2344765]"
,,,6016,19,Dried fruits,"['Fruit mixture, dried', 'Apple, dried', 'Apricot, dried', 'Blueberries, dried', 'Cherries, dried', 'Banana chips', 'Currants, dried', 'Cranberries, dried', 'Date', 'Fig, dried', 'Mango, dried', 'Papaya, dried', 'Peach, dried', 'Pear, dried', 'Persimmon, dried', 'Pineapple, dried', 'Prune, dried', 'Raisins', 'Tamarind, dried']","[2344690, 2344691, 2344692, 2344693, 2344694, 2344695, 2344696, 2344697, 2344698, 2344699, 2344700, 2344701, 2344702, 2344703, 2344704, 2344705, 2344706, 2344707, 2344708]"
,,,6018,42,Other fruits and fruit salads,"['Fruit, NFS', 'Fruit, pickled', 'Apricot, raw', 'Apricot, canned', 'Starfruit, raw', 'Cherries, maraschino', 'Cherries, raw', 'Cherries, canned', 'Cherries, frozen', 'Dragon fruit', 'Fig, raw', 'Fig, canned', 'Guava, raw', 'Kiwi fruit, raw', 'Lychee', 'Passion fruit, raw', 'Persimmon, raw', 'Plum, raw', 'Plum, canned', 'Pomegranate, raw', 'Rhubarb', 'Tamarind', 'Ambrosia', 'Fruit salad, fresh or raw,  excluding citrus fruits, no dressing', 'Fruit salad, fresh or raw, including citrus fruits, no dressing', 'Fruit cocktail, canned, NFS', 'Fruit cocktail, canned, in syrup', 'Fruit cocktail, canned, juice pack', 'Fruit mixture, frozen', 'Apple salad with dressing', 'Fruit, chocolate covered', 'Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise', 'Fruit salad, excluding citrus fruits, with whipped cream', 'Fruit salad, excluding citrus fruits, with nondairy whipped topping', 'Fruit salad, excluding citrus fruits, with marshmallows', 'Fruit salad, including citrus fruits, with pudding', 'Fruit salad, excluding citrus fruits, with pudding', 'Fruit salad, including citrus fruits, with salad dressing or mayonnaise', 'Fruit salad, including citrus fruit, with whipped cream', 'Fruit salad, including citrus fruits, with nondairy whipped topping', 'Fruit salad, including citrus fruits, with marshmallows', 'Pineapple salad with dressing']","[2344709, 2344710, 2344717, 2344718, 2344723, 2344724, 2344726, 2344727, 2344728, 2344729, 2344730, 2344731, 2344733, 2344734, 2344735, 2344743, 2344754, 2344760, 2344761, 2344762, 2344763, 2344764, 2344780, 2344781, 2344782, 2344783, 2344784, 2344785, 2344786, 2344787, 2344789, 2344790, 2344791, 2344792, 2344793, 2344794, 2344795, 2344796, 2344797, 2344798, 2344799, 2344804]"
,,,6020,5,Pears,"['Pear, raw', 'Pear, Asian, raw', 'Pear, canned, NFS', 'Pear, canned, in syrup', 'Pear, canned, juice pack']","[2344749, 2344750, 2344751, 2344752, 2344753]"
,,,6022,5,Pineapple,"['Pineapple, raw', 'Pineapple, canned, NFS', 'Pineapple, canned, in syrup', 'Pineapple, canned, juice pack', 'Pineapple, frozen']","[2344755, 2344756, 2344757, 2344758, 2344759]"
,,,6024,5,Mango and papaya,"['Mango, raw', 'Mango, canned', 'Mango, frozen', 'Papaya, raw', 'Papaya, canned']","[2344737, 2344738, 2344739, 2344741, 2344742]"
,,,6402,6,Tomatoes,"['Tomatoes, raw', 'Tomatoes, NS as to form, cooked', 'Tomatoes, fresh, cooked', 'Tomatoes, canned, cooked', 'Tomatoes, canned, reduced sodium, cooked', 'Sun-dried tomatoes']","[2345232, 2345233, 2345234, 2345235, 2345237, 2345240]"
,,,6404,20,Carrots,"['Carrots, raw', 'Carrots, cooked, from restaurant', 'Carrots, fresh, cooked, no added fat', 'Carrots, frozen, cooked, no added fat', 'Carrots, canned, cooked, no added fat', 'Carrots, fresh, cooked with oil', 'Carrots, fresh, cooked with butter or margarine', 'Carrots, NS as to form, cooked', 'Carrots, fresh, cooked, fat added, NS as to fat type', 'Carrots, frozen, cooked, fat added, NS as to fat type', 'Carrots, canned, cooked, fat added, NS as to fat type', 'Carrots, frozen, cooked with oil', 'Carrots, frozen, cooked with butter or margarine', 'Carrots, canned, cooked with oil', 'Carrots, canned, cooked with butter or margarine', 'Carrots, glazed, cooked', 'Carrots, canned, reduced sodium, cooked, no added fat', 'Carrots, canned, reduced sodium, cooked, fat added, NS as to fat type', 'Carrots, canned, reduced sodium, cooked with oil', 'Carrots, canned, reduced sodium, cooked with butter or margarine']","[2345173, 2345176, 2345177, 2345178, 2345179, 2345180, 2345181, 2345182, 2345183, 2345184, 2345185, 2345186, 2345187, 2345188, 2345189, 2345190, 2345191, 2345192, 2345193, 2345194]"
,,,6406,20,Other red and orange vegetables,"['Pumpkin, canned, cooked', 'Pumpkin, cooked', 'Winter squash, raw', 'Winter squash, cooked, no added fat', 'Winter squash, cooked, fat added', 'Sweet potato, NFS', 'Sweet potato, baked, NS as to fat', 'Sweet potato, baked, no added fat', 'Sweet potato, baked, fat added', 'Sweet potato, boiled, NS as to fat', 'Sweet potato, boiled, no added fat', 'Sweet potato, boiled, fat added', 'Sweet potato, candied', 'Sweet potato, canned, NS as to fat', 'Sweet potato, canned, no added fat', 'Sweet potato, canned, fat added', 'Sweet potato, casserole or mashed', 'Pepper, sweet, red, raw', 'Peppers, red, cooked', 'Spaghetti squash, cooked']","[2345204, 2345205, 2345206, 2345207, 2345208, 2345210, 2345211, 2345212, 2345213, 2345214, 2345215, 2345216, 2345217, 2345218, 2345219, 2345220, 2345221, 2345321, 2345500, 2345528]"
,,,6407,15,Broccoli,"['Broccoli raab, raw', 'Broccoli raab, cooked', 'Broccoli, raw', 'Broccoli, cooked, from restaurant', 'Broccoli, fresh, cooked, no added fat', 'Broccoli, frozen, cooked, no added fat', 'Broccoli, NS as to form, cooked', 'Broccoli, fresh, cooked, fat added, NS as to fat type', 'Broccoli, frozen, cooked, fat added, NS as to fat type', 'Broccoli, fresh, cooked with oil', 'Broccoli, fresh, cooked with butter or margarine', 'Broccoli, frozen, cooked with oil', 'Broccoli, frozen, cooked with butter or margarine', 'Broccoli, chinese, raw', 'Broccoli, Chinese, cooked']","[2345073, 2345074, 2345151, 2345152, 2345153, 2345154, 2345155, 2345156, 2345157, 2345158, 2345159, 2345160, 2345161, 2345165, 2345166]"
,,,6409,15,Spinach,"['Spinach, raw', 'Spinach, fresh, cooked, no added fat', 'Spinach, frozen, cooked, no added fat', 'Spinach, canned, cooked, no added fat', 'Spinach, fresh, cooked with oil', 'Spinach, fresh, cooked with butter or margarine', 'Spinach, NS as to form, cooked', 'Spinach, fresh, cooked, fat added, NS as to fat type', 'Spinach, frozen, cooked, fat added, NS as to fat type', 'Spinach, canned, cooked, fat added, NS as to fat type', 'Spinach, frozen, cooked with oil', 'Spinach, frozen, cooked with butter or margarine', 'Spinach, canned, cooked with oil', 'Spinach, canned, cooked with butter or margarine', 'Spinach, creamed']","[2345120, 2345121, 2345122, 2345123, 2345124, 2345125, 2345126, 2345127, 2345128, 2345129, 2345130, 2345131, 2345132, 2345133, 2345134]"
,,,6410,14,Lettuce and lettuce salads,"['Romaine lettuce, raw', 'Caesar salad, with romaine, no dressing', 'Radicchio, raw', 'Lettuce, raw', 'Lettuce, Boston, raw', 'Lettuce, arugula, raw', 'Mixed salad greens, raw', 'Lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing', 'Lettuce, salad with assorted vegetables excluding tomatoes and carrots, no dressing', 'Lettuce, salad with avocado, tomato, and/or carrots, with or without other vegetables, no dressing', 'Lettuce, salad with cheese, tomato and/or carrots, with or without other vegetables, no dressing', 'Lettuce, salad with egg, tomato, and/or carrots, with or without other vegetables, no dressing', 'Lettuce, salad with egg, cheese, tomato, and/or carrots, with or without other vegetables, no dressing', 'Lettuce, cooked']","[2345094, 2345095, 2345119, 2345309, 2345310, 2345311, 2345312, 2345342, 2345343, 2345344, 2345345, 2345346, 2345347, 2345472]"
,,,6411,57,Other dark green vegetables,"['Greens with ham or pork', 'Beet greens, raw', 'Beet greens, cooked', 'Chard, raw', 'Chard, cooked', 'Collards, raw', 'Collards, fresh, cooked, no added fat', 'Collards, frozen, cooked, no added fat', 'Collards, canned, cooked, no added fat', 'Collards, NS as to form, cooked', 'Collards, fresh, cooked, fat added, NS as to fat type', 'Collards, frozen, cooked, fat added, NS as to fat type', 'Collards, fresh, cooked with oil', 'Collards, fresh, cooked with butter or margarine', 'Collards, frozen, cooked with oil', 'Collards, frozen, cooked with butter or margarine', 'Collards, canned, cooked with oil', 'Collards, canned, cooked with butter or margarine', 'Cress, raw', 'Cress, cooked', 'Dandelion greens, raw', 'Dandelion greens, cooked', 'Escarole, cooked', 'Greens, fresh, cooked, no added fat', 'Greens, frozen, cooked, no added fat', 'Greens, NS as to form, cooked', 'Greens, fresh, cooked, fat added', 'Greens, frozen, cooked, fat added', 'Greens, canned, cooked, fat added', 'Kale, raw', 'Kale, fresh, cooked, no added fat', 'Kale, frozen, cooked, no added fat', 'Kale, canned, cooked, no added fat', 'Kale, NS as to form, cooked', 'Kale, fresh, cooked, fat added', 'Kale, frozen, cooked, fat added', 'Lambsquarter, cooked', 'Mustard greens, raw', 'Mustard greens, fresh, cooked, no added fat', 'Mustard greens, frozen, cooked, no added fat', 'Mustard greens, canned, cooked, no added fat', 'Mustard greens, NS as to form, cooked', 'Mustard greens, fresh, cooked, fat added', 'Mustard greens, frozen, cooked, fat added', 'Poke greens, cooked', 'Taro leaves, cooked', 'Turnip greens, fresh, cooked, no added fat', 'Turnip greens, frozen, cooked, no added fat', 'Turnip greens, canned, cooked, no added fat', 'Turrnip greens, NS as to form, cooked', 'Turnip greens, fresh, cooked, fat added', 'Turnip greens, frozen, cooked, fat added', 'Turnip greens, canned, cooked, fat added', 'Watercress, raw', 'Watercress, cooked', 'Bitter melon, horseradish, jute, or radish leaves, cooked', 'Sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked']","[2342198, 2345071, 2345072, 2345075, 2345076, 2345077, 2345078, 2345079, 2345080, 2345081, 2345082, 2345083, 2345084, 2345085, 2345086, 2345087, 2345088, 2345089, 2345090, 2345091, 2345092, 2345093, 2345096, 2345097, 2345098, 2345099, 2345100, 2345101, 2345102, 2345103, 2345104, 2345105, 2345106, 2345107, 2345108, 2345109, 2345110, 2345111, 2345112, 2345113, 2345114, 2345115, 2345116, 2345117, 2345118, 2345139, 2345140, 2345141, 2345142, 2345143, 2345144, 2345145, 2345146, 2345147, 2345148, 2345149, 2345150]"
,,,6412,20,String beans,"['Green beans, raw', 'Green beans, cooked, from restaurant', 'Green beans, fresh, cooked, no added fat', 'Green beans, frozen, cooked, no added fat', 'Green beans, canned, cooked, no added fat', 'Green beans, NS as to form, cooked', 'Green beans, fresh, cooked, fat added, NS as to fat type', 'Green beans, frozen, cooked, fat added, NS as to fat type', 'Green beans, canned, cooked, fat added, NS as to fat type', 'Green beans, fresh, cooked with oil', 'Green beans, fresh, cooked with butter or margarine', 'Green beans, frozen, cooked with oil', 'Green beans, frozen, cooked with butter or margarine', 'Green beans, canned, cooked with oil', 'Green beans, canned, cooked with butter or margarine', 'Green beans, canned, reduced sodium, cooked, no added fat', 'Green beans, canned, reduced sodium, cooked, fat added, NS as to fat type', 'Green beans, canned, reduced sodium, cooked with oil', 'Green beans, canned, reduced sodium, cooked with butter or margarine', 'Yellow string beans, cooked']","[2345289, 2345374, 2345375, 2345376, 2345377, 2345378, 2345379, 2345380, 2345381, 2345382, 2345383, 2345384, 2345385, 2345386, 2345387, 2345388, 2345389, 2345390, 2345391, 2345393]"
,,,6413,11,Cabbage,"['Cabbage, green, raw', 'Cabbage, Chinese, raw', 'Cabbage, red, raw', 'Cabbage, Chinese, cooked, no added fat', 'Cabbage, Chinese, cooked, fat added', 'Cabbage, green, cooked, no added fat', 'Cabbage, green, cooked, fat added, NS as to fat type', 'Cabbage, green, cooked with oil', 'Cabbage, green, cooked with butter or margarine', 'Cabbage, red, cooked', 'Cabbage, savoy, cooked']","[2345293, 2345294, 2345295, 2345410, 2345411, 2345412, 2345413, 2345414, 2345415, 2345416, 2345417]"
,,,6414,7,Onions,"['Onions, green, raw', 'Onions, raw', 'Leek, cooked', 'Onions, cooked, no added fat', 'Onions, cooked, fat added', 'Onions, pearl, cooked', 'Onions, green, cooked']","[2345314, 2345315, 2345458, 2345473, 2345474, 2345475, 2345476]"
